"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"United States","USA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.879102265647361","4.50985364509178","2.86616828006862","4.30380975245808","5.17532862986178","5.37136067660171","1.62998964040253","3.87219107761589","2.11962848531162","-0.97576176539242","1.99497895063776","4.13472764607465","4.64211335388222","-1.44513289470788","-1.18474293981239","4.39135848271859","3.57717981558629","4.42288716567489","2.03373170861556","-1.20932407664738","1.53630241576847","-2.73469490331989","3.63185803428603","6.31198922445589","3.25057626131206","2.51089496141164","2.5340423456659","3.23533792626863","2.69776021497033","0.741486719242275","-1.4342475779677","2.0966686353638","1.40572318621679","2.76110896653185","1.4689291688057","2.57246399962683","3.19716561006661","3.27222983857737","3.59198037415081","2.92586254690673","-0.0387319301160716","0.761236857470422","1.91588247707845","2.89111091450374","2.53411070471215","1.79819874621896","1.03834382253567","-0.828888121169271","-3.42683194053784","1.82992369865936","0.762796403185064","1.47570596859667","1.34816252728235","1.71094543865911","2.12741138238411","1.02266588951608","1.75014095244312","2.36444249959189","2.05676589936279","-2.56180738365786","5.8883410395074","1.92386172915427","2.03559987696194","1.79735044324696",
"United States","USA","Natural gas rents (% of GDP)","NY.GDP.NGAS.RT.ZS","","","","","","","","","","","0","0.00255782266571012","0.0454440051971043","0.107643076024198","1.02526290817853","0.834988622080964","0.779312812908034","0.779327725533135","0.676187358589122","1.82310670000573","1.73021092303789","1.00605281950038","0.187008816496244","0.582812921655813","0.620408255950344","0.459517748823951","0.099748388635223","0.276862781681907","0.179156248622811","0.18431805922785","0.161037648738278","0.125303136591617","0.214792748649505","0.307270497360323","0.240785235961574","0.156582984239874","0.301639931615311","0.321971098127724","0.211303030343375","0.25338309838657","0.579475920941945","0.466751378646037","0.302755619486716","0.612792290539168","0.569511287090411","0.797236904730241","0.382513454180692","0.339351155793805","0.551540732489892","0.0450657683061133","0","0","0","0","0.0523192680969993","0","0","0","0.00818925823914368","0","0","0.363207721748918","","","",
"United States","USA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.56534349330566","6.12963661392298","4.35728600958917","5.76274690390836","6.49845420408693","6.59534157780801","2.7426663686593","4.914509352349","3.1224773674803","0.184619362250075","3.29272245024868","5.25550196715072","5.64567975906083","-0.540550189302294","-0.205619193188355","5.38803390599543","4.62418650861058","5.53520647919645","3.16598822778928","-0.256775736225364","2.53770126586743","-1.80301378017963","4.58379097983199","7.23645316716272","4.16957534780626","3.46265504853929","3.45462966726373","4.17698239554727","3.67223783532349","1.88596558335223","-0.108312881913292","3.52249717698845","2.7517958662618","4.02902272603258","2.68443073360764","3.77277269138068","4.44712793805328","4.48313335029331","4.78842504949371","4.07758576006954","0.95553834188668","1.7004473278454","2.79560596521233","3.84777169424153","3.48354993544559","2.78453963817891","2.00385829909158","0.113587248160997","-2.57650023225001","2.69519258234851","1.56440685537306","2.289113386319","2.11783009786468","2.52381981372621","2.94555045599772","1.81945147620522","2.45762230175086","2.96650506916596","2.58382533018889","-2.16302913866512","6.05505293304556","2.5123753198332","2.88755600905984","2.79619035621393",
"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD","542390475099.326","562640778342.419","604729643906.496","638380883119.283","685631590686.501","743503780837.106","814082043610.829","860737154023.838","941639100803.844","1018471133696.76","1073303000000","1164850000000","1279110000000","1425376000000","1545243000000","1684904000000","1873412000000","2081826000000","2351599000000","2627333000000","2857307000000","3207041000000","3343789000000","3634038000000","4037613000000","4338979000000","4579631000000","4855215000000","5236438000000","5641580000000","5963144000000","6158129000000","6520327000000","6858559000000","7287236000000","7639749000000","8073122000000","8577552000000","9062817000000","9631172000000","10250952000000","10581929000000","10929108000000","11456450000000","12217196000000","13039197000000","13815583000000","14474228000000","14769862000000","14478067000000","15048971000000","15599732000000","16253970000000","16880683000000","17608138000000","18295019000000","18804913000000","19612102000000","20656516000000","21539982000000","21354105000000","23681171000000","26006893000000","27720709000000","29184890000000",
"United States","USA","Gross value added at basic prices (GVA) (constant 2015 US$)","NY.GDP.FCST.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3423636300750.84","5585622684010.99","7338657136341.95","7615118670803.6","6209497615318.8","8153217947027.84","8582096222445.68","10190191811443.1","10840635202069.1","12080203386815.2","13437614125391.5","14033820909495.5","12300492864076","12969454998697","13214597422174.3","13245608620550.6","15309854744530.9","16684948464309.1","17891570000000","18533347850086.8","19053808132624.6","19469842053537.6","19366823292406.5","17500037125180.1","16559803982917.9","14375164029212.6","12849545031641.7","12235127416150.8",
"United States","USA","Discrepancy in expenditure estimate of GDP (current LCU)","NY.GDP.DISC.CN","8475099.32598877","430778342.418945","807643906.495972","929883119.282959","1171590686.50098","1215780837.10608","666043610.829102","779154023.838013","987100803.843994","855133696.76001","-1000000","-1000000","0","0","1000000","1000000","-1000000","-1000000","0","-1000000","0","-1000000","1000000","0","0","1000000","0","1000000","-1000000","1000000","0","-3000000","0","1000000","0","0","1000000","-1000000","0","-1000000","1000000","-1000000","0","2000000","0","-1000000","-1000000","0","0","1000000","0","0","-1000000","1000000","1000000","0","0","0","0","0","0","-1000000","1000000","1000000","0",
"United States","USA","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","1.13896665035101","1.27293019261465","1.15697621140205","1.54960173622499","1.82374301229291","2.71805057814052","2.90856968245893","4.27456340966674","4.88440110291823","5.18954253474422","5.06980751218566","4.32612664373917","5.47992344803774","8.99869301184111","9.26279066378231","5.50349190231128","6.21333272498535","7.03393065470843","8.29672198279843","9.03310539202728","9.46216408902454","6.17840414140358","3.91690879109071","3.6078793047632","3.16252525484042","2.01389254021865","2.47738846413563","3.52749986159834","3.92075948130919","3.74332910140703","3.38181132881465","2.27885435294172","2.37032483199231","2.13519842108352","2.09668848836537","1.83076455392583","1.72444795727333","1.12386562058171","1.41509812070331","2.26519517470729","2.25168992057598","1.55399465540485","1.97431470542544","2.68908760105518","3.13545455923558","3.08383673473473","2.70925848574801","1.92670969909501","0.616780713039617","1.21528668332607","2.06310947443657","1.86216492948196","1.70188036200072","1.74161805327677","0.928042793340694","0.950322477762683","1.79080328635395","2.29089027694309","1.65046566913468","1.32883273821456","4.56598550261991","7.1294808542103","3.59839135378085","2.41809815948876",
"United States","USA","Adjusted net savings, excluding particulate emission damage (current US$)","NY.ADJ.SVNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385968235558.241","405895563729.093","438332459648.687","399008942226.747","519648982764.584","561248626709.382","663569535760.436","825561572143.173","896866896798.569","894514870844.151","903991699380.828","816970552613.5","715431396845.534","641246764783.479","699426947066.63","712145389899.913","953713572158.578","695281329089.126","259064889550.507","122130438717.123","432332576207.611","629138282830.062","993181188733.671","1262126718488.9","1476811849215.82","1416112253201.18","1198177761023.82","1388883081463.54","1433607506267.76","1498549183556.76","1236542813992.44","1032176568888.06","","","",
"United States","USA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","5058.77319583783","5400.72404066144","5892.67193836405","6522.52638687699","6795.27541906489","7261.13273651667","8005.98320221722","8818.69116063409","9858.22130978231","10547.6226607868","11225.745758881","12697.809719891","13375.9088639308","14183.0869824118","15834.3104476117","16822.304084013","17595.0412304741","18589.2500161515","20165.0236190541","21251.8796237433","22118.23509304","22559.8050186299","23574.1503450834","24346.0069339652","25676.6330678566","26791.3065386707","28137.5833942796","29764.5475391929","31391.2806183203","32835.9265691135","34591.7381227085","35429.8333768111","36129.3522859471","37298.3181634131","39477.6162691877","41591.887861262","44104.6358615792","45024.1925892416","43248.0331601432","42100.4642822899","44109.5479284655","44617.6417143529","46017.3067120625","46393.5047265873","47509.8993615037","48913.853095805","48792.4757513516","49760.7317886784","50956.76454149","51893.7784889558","49660.3654811928","52310.6729276999","","","",
"United States","USA","Adjusted net national income (current US$)","NY.ADJ.NNTY.CD","","","","","","","","","","","933692628169.104","1009814317160.75","1114140382551.79","1245860075443.47","1309179007769.07","1410495710862.61","1571823443992.07","1750494017517.24","1979576230643.81","2142037722730.51","2298862154264.31","2627857825740.3","2790093315945.4","2985644590356.31","3368501841637.32","3608128281405.94","3807525077381.89","4058367637312.88","4440661070801.72","4723759474100.79","4968811426220.28","5131527299974.18","5436951985204.29","5690464526236.49","6079147697995.3","6419103361004.81","6822665631685.81","7308349275122.84","7800487715538.62","8255236998659.39","8794138409420.54","9087323150609.16","9349459329790.41","9734670026188.77","10404890989299","11068418255750.9","11852135464350.7","12207641597201.4","12214101693747.1","12009894039948.5","12722091661665.9","13296413540065.9","14049366650049.1","14448714729140.7","15165776173714.4","15741217552602.7","16012842178567.7","16734705033537.7","17602894205765.3","18261844597577.2","17860069690350.5","19593000990250.4","","","",
"United States","USA","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","0.356247014140771","0.359926839103879","0.418241945857121","0.509965063571762","2.39663891656231","2.11024930800197","2.00863798818637","2.03315851868813","1.83346423634868","3.75955176311579","4.20648163562863","2.71081401303585","1.31669490808095","1.82336321203949","1.6218110828433","1.43405237107334","0.525068942605937","0.830945879509788","0.588572710187609","0.649536462219432","0.761510761048029","0.538478695086493","0.594673279597839","0.591132242284841","0.495007808546173","0.438389350300214","0.595773337465513","0.484248132344053","0.276276179709136","0.373737767859449","0.754109129936156","0.551203828387585","0.405229958440613","0.703053758290956","0.738164181018757","0.965125573636261","0.640690186340666","0.616185145984191","0.986321952175243","0.311232917042184","0.389242928907631","0.499041174696241","0.301236602660115","0.339759968147249","0.345245229305008","0.0445198508958064","0.108120553787884","0.161534562109183","0.281042680633902","0.303628714693029","0.160766559819045","0.81519312438195","","","",
"United States","USA","Adjusted savings: energy depletion (current US$)","NY.ADJ.DNGY.CD","","","","","","","","","","","2699306402.86461","3495678873.87187","4652558114.84896","5779572422.15923","34630970427.9945","33724854552.6184","36277713244.1767","40535349034.534","42180564370.0167","96501086562.9045","117597864532.082","85048221145.9776","43456302641.9233","64773136754.4068","64652690209.4587","60965027224.8412","23083119895.0642","39039667421.7731","27010800629.0639","34514030270.1547","43167956717.8382","31658258223.6674","36394421248.0287","37940730321.0931","32907822969.2444","30011337537.4307","45467906048.6099","39395857270.7166","23551979208.5486","34792091484.8403","77373340697.792","58685390053.7295","44413591363.1493","80202476581.1976","89334341567.6705","124905382007.102","84278768263.5565","83255303203.1743","135960764722.805","38737825477.1029","39726863159.4569","50629576150.4416","30343866045.5022","42616286915.5177","49484478955.0211","3949934250.46302","15799448943.6363","26813055627.4127","54070102599.4398","63306386692.8454","31411906298.6053","178211930410.197","","","",
"United States","USA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","136838999972.244","148926000046.33","161011000054.569","178685999993.082","206893999939.966","238510000009.466","260225999921.657","289831999961.601","327195999990.492","373881999887.079","428432000004.441","487230999890.268","536962999910.004","562623999910.389","598393999814.08","640137000202.048","685295000051.187","730384999919.565","784496000178.202","838258000010.242","888532000281.455","932393000183.139","960247000235.912","1003497999994.85","1055609999662.34","1122381000333.04","1175305999650.92","1239325355005.13","1309737173523.47","1398934361532.49","1511224409710.3","1599511116685.74","1657976751539.93","1719079805495.16","1821827582129.23","1971024331176.15","2124124606602.16","2252805829387.24","2358841346514.41","2371475662222.49","2390925117012.94","2474466543533.76","2575995354099.52","2681217202928.69","2815024905031.54","2911384638089.51","2987071774204.39","3118723928731.46","3275617890488.86","3436609018470.81","3577769935165.49","3831586928396.06","","","",
"United States","USA","Adjusted savings: carbon dioxide damage (current US$)","NY.ADJ.DCO2.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58703950662.0417","61580486245.0818","65367236167.2537","70042952009.7399","74196773699.1836","78224913134.8864","83939734802.2368","91776259549.4523","95705292128.9238","99565756129.2736","107208339920.029","111555567362.556","112714997739.415","118911699012.655","126600655998.82","133862120496.559","138634942082.988","147728867797.194","149174352334.996","142407591702.45","154097023767.138","154320146235.884","153985026588.993","164604101461.513","171963625322.684","173541053921.626","175769102440.531","180326819012.601","194926407281.374","196461430962.503","191739981483.617","210317902107.058","","","",
"United States","USA","Services, value added (constant LCU)","NV.SRV.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248039000000","236852000000","276417000000","280784000000","233878000000","239465000000","236504000000","251198000000","239788000000","254326000000","260531000000","276326000000","256992000000","290760000000","301868000000","306229000000","304002000000","292730000000","296934000000","313557000000","313711000000","309269000000","312519000000","331357000000","321279000000","326953000000","342977000000","342986000000",
"United States","USA","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6249625000000","6657562000000","7105047000000","7570701000000","7950532000000","8295758000000","8685266000000","9217501000000","9831031000000","10373092000000","10889871000000","11209954000000","11227917000000","11675518000000","12051547000000","12608453000000","13063295000000","13645830000000","14360212000000","14894264000000","15471147000000","16236990000000","17050536000000","17085645000000","18824674000000","20464578000000","21937857000000","23253371000000",
"United States","USA","Other manufacturing (% of value added in manufacturing)","NV.MNF.OTHR.ZS.UN","","","","47.6091041971184","47.5137583402328","47.9148220293961","48.2757239556214","48.0633802816901","47.6954471887974","48.0985961906017","48.4147930377844","48.1533501452421","48.3162310788593","48.6434300425785","49.3986864293956","47.9728656669011","48.1709831333818","48.9899596670385","48.9761926591486","49.9832072759515","49.6648915443564","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6426385506857","44.8167116579362","42.1383165297975","43.6721165620895","45.1749613962467","45.5629036746802","45.6319332752832","44.438416424756","44.0984787026871","44.1803329608308","43.9012479363002","45.7039332042029","45.0228132579647","43.5754960571202","47.5099639404205","33.5056798882892","32.3777944165151","",
"United States","USA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1882359908748","22.6836424039016","22.550505795141","22.4531048433355","21.405369474696","20.6038132297714","20.7056548930952","20.9373001791901","21.223722595801","21.6449135733179","21.4692141093812","20.8737969251168","19.3014095044594","19.2672176722249","19.4538919001942","19.1794558498631","19.199803704625","19.1787683626741","18.3066822723715","17.6936367639669","18.0039396083092","18.322339546514","17.8615098192747","17.1157864026612","17.4953806127239","18.0835980676354","17.7458700641459","17.3256435093639",
"United States","USA","Industry (including construction), value added (current LCU)","NV.IND.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1988983000000","2055777000000","2171878000000","2301657000000","2265101000000","2251813000000","2372133000000","2557951000000","2767403000000","2990371000000","3107503000000","3083031000000","2794471000000","2899518000000","3034755000000","3117423000000","3241058000000","3377024000000","3349211000000","3327273000000","3530951000000","3784757000000","3847366000000","3654923000000","4143111000000","4702982000000","4919281000000","5056470000000",
"United States","USA","Manufacturing, value added (annual % growth)","NV.IND.MANF.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.12102209459064","-3.44877570135141","-12.6485431511358","16.2172703054661","3.07092884363801","-11.9552560855145","0.128490394559535","1.13489827856026","15.426180499248","8.02687601214032","-3.21362090789506","14.9563290782179","-11.1821471114422","4.002431195656","12.15762604626","4.10560720698996","10.6203439047292","6.91961948636641","-8.50513931585371","2.17419557057343","3.6329694502847","12.7950673795093","-2.54947080718307","-8.80945578030222","-9.33492276719956","33.5872920034797","0.997615238684261",
"United States","USA","Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","per_lm_alllm.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Coverage of unemployment benefits and ALMP (% of population)","per_lm_alllm.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","per_allsp.ben_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"United States","USA","Net secondary income (Net current transfers from abroad) (constant LCU)","NY.TRF.NCTR.KN","-3230369875.08938","-1737821117.41542","-155339643.999973","461133643.417012","1222105739.70536","1113610482.68802","-2490965977.23914","-2130834483.12641","-1991372391.45486","-3440675161.19986","4033679658.97889","-7293307648.52646","5518569364.03647","23028291318.3002","25932091821.2132","-586018010.758982","-9999351963.71471","2615334972.26391","-3910021848.42054","-28895439774.8513","-20085577531.5492","-7007430760.98352","52962249003.0993","-29164056459.2909","-3976142467.16303","-41579451137.0102","-93946584996.8186","-35446449824.8942","34395698345.3054","-56227062758.4732","-78028576294.9503","-75516787142.1518","-103913221901.314","-153009818326.785","-140604567703.131","-75270447429.5594","-29711926174.4834","13899314540.2128","91356986678.3999","68472089537.1433","147831020208.753","179332046581.633","128380661890.318","84935276529.05","99698343219.5695","127300000000","275238807503.332","100463480858.186","68504221172.5888","68992877012.5603","147969415024.758","280344269589.62","236454083890.258","222225919966.827","","","","","","","","","","","",
"United States","USA","Taxes less subsidies on products (current LCU)","NY.TAX.NIND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230309000000","248732000000","260925000000","279675000000","265531000000","284870000000","283788000000","297235000000","310572000000","324979000000","330592000000","330330000000","326369000000","328192000000","333543000000","348637000000","360483000000","384703000000","403449000000","415884000000","433164000000","457652000000","477866000000","450642000000","484765000000","549335000000","589394000000","626659000000",
"United States","USA","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","3113000000","3519000000","4093000000","4477000000","4920000000","5279000000","5070000000","5393000000","6085000000","6115000000","6393000000","7594000000","8558000000","12619000000","15520000000","13004000000","16847000000","20292000000","21581000000","31931000000","34185000000","32935000000","36510000000","37085000000","36290000000","25365000000","16957000000","17488000000","22657000000","24790000000","34692000000","31587000000","31077000000","31158000000","22966000000","27952000000","30869000000","23300000000","17411000000","30904000000","38481000000","50364000000","45794000000","58496000000","76713000000","74800000000","46460000000","95664000000","145214000000","150243000000","205633000000","237932000000","232690000000","230238000000","235158000000","220128000000","231365000000","292949000000","290308000000","281895000000","211597000000","152652000000","149272000000","100045000000","58218000000",
"United States","USA","Gross savings (current US$)","NY.GNS.ICTR.CD","","","","","","","","","","","236737000000","259708000000","289957000000","345184000000","357977000000","365757000000","422775000000","481783000000","574268000000","663009000000","678676000000","787083000000","737263000000","776224000000","926104000000","937735000000","948193000000","996266000000","1083355000000","1182002000000","1213996000000","1251310000000","1268828050000","1324882200000","1440870600000","1525294700000","1643489100000","1798472700000","1882184900000","1986111000000","2037800000000","1963389000000","1927195000000","1972519000000","2138395000000","2306027000000","2442765000000","2534855000000","2415359000000","2203166000000","2384466000000","2524285000000","2833724000000","3103829000000","3320233000000","3510840000000","3542856000000","3790094000000","4035878000000","4242187000000","4034017000000","4205986000000","4710668000000","5067589000000","5260351000000",
"United States","USA","GNI per capita growth (annual %)","NY.GNP.PCAP.KD.ZG","","0.929026996533807","4.55449663757787","2.88621470862935","4.3195680061277","5.16015819392524","5.2761594869297","1.63245502331557","3.8894998464545","2.07702788827233","-0.98368100302541","2.04550739348815","4.14986558836353","4.85285578963881","-1.3116550222736","-1.42060690651145","4.50503896070859","3.64869888858786","4.35917894723579","2.33307725852907","-1.21854704225839","1.3566720077077","-2.67039147039661","3.54938954816708","6.18290147722776","2.92851401910421","2.28266461754154","2.49551018109348","3.3055213492307","2.69319286045049","0.865813319554576","-1.51986961905467","2.06198320361702","1.38691232467798","2.62198897528425","1.50964972567218","2.58555251675116","3.08346244217219","3.18620739588053","3.65921545603621","2.98044920908576","0.0627787390792207","0.705015433899831","2.00812439366807","3.01172986639034","2.47638026438368","1.55688519210338","1.36244729852753","-0.516713511735958","-3.36581910943883","2.15878138490308","0.915106771394633","1.38352081582298","1.28301104554032","1.68320916805132","2.00185536292861","1.05188172676361","2.03736779277865","2.34141109479458","1.96243202342671","-2.86696109717055","5.5281067167617","1.85219937487506","1.82121578166104","1.63387658473107",
"United States","USA","GNI, PPP (constant 2021 international $)","NY.GNP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11141615196537.2","11119879383203","11507665977852.2","11822140029030.8","12281806847181.7","12616564574846.6","13094229522784.6","13661477772703.5","14262050306359","14954677747168.6","15572722162382.9","15737490702889.9","15996168129665.3","16458240496726.4","17111552350746.8","17697671774061.9","18147349784312.1","18570375193386.8","18649991706221.4","18180953706228.8","18731262928443.6","19053052710747.5","19471493815171.2","19871084664015.3","20367039490235.4","20941184014009.5","21328365092914.7","21914222493053.3","22559232175754.6","23120732429856.3","22549781726397.3","23833823000000","24415439588055.1","25067669220300.4","25727227794923.4",
"United States","USA","GNI (constant 2015 US$)","NY.GNP.MKTP.KD","3434130270548.4","3523970646628.91","3741574830488.99","3905366871776.71","4131047305965.52","4398866941429.59","4684750823440.66","4813354670274.55","5050748928310.03","5206284641372.1","5215479321449.85","5389879410957.71","5673969327757.76","6006375604394.72","5981998897514.86","5955449575143.4","6283166039307.93","6578250441760.98","6938134658681.13","7178794653712.26","7159692769121.34","7328396556722.03","7201022106557.44","7525108784356.32","8059861293316.34","8369734471380.37","8640269876208.92","8935400028181.73","9314958485386.83","9656596431074.97","9850858625917","9831640907435.62","10174502409428.8","10452544629074.2","10858959027772.6","11154935059163.9","11577262503586.5","12078795020836.4","12609791202205.9","13222177726016.8","13768621670760.6","13914301769193.5","14143011405626.9","14551552670297.1","15129178319636.6","15647395784082.4","16044978578679","16418996477022.9","16489389413629.2","16074689484884.1","16561245361473.8","16845755784498","17215720470070","17569018702932.8","18007517142499.5","18515147000000","18857473135272.6","19375458931937.6","19945744216840.7","20442194643821","19937388602423.2","21072673642606","21586909925438.7","22163578728439.4","22746727415547.4",
"United States","USA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","611298390168.379","644704558647.047","690642367353.415","752213469127.486","823778494214.622","868412098707.808","951469317489.237","1026500787891.34","1080847498890.31","1178564714038.53","1324884319566.4","1551281650806.41","1715704801985.55","1852181138046.59","1975601871614.62","2132574189174.65","2419376777777.85","2792979221546.32","3088849973323.11","3335007584417.26","3302351910678.84","3459369659177.21","3861104921487.55","4207023042887.02","4669439031629.2","5230249549706.68","5747306397423.03","5937519384064.26","6103444554973.15","6234289413082.69","6705711208394.74","7017264979273.77","7418757094195.27","7826928073571.71","8213204594431.76","8538503598321.57","8782442478792.96","9370019474226.01","10054325774282.8","10348694866043","10655450232565.4","11513351855140","12715234913380.6","13591980349580.5","14065403851655.7","14630221524993.4","15129175275681.7","14892305838930.6","15284563401064.4","15762363533548","16385096578504.7","16993483183748.6","17586130119514","18033513487062.7","18485315092450.6","19290616424259.7","20772065618165.6","21799124530569.6","21532250444734.8","23742941133720.2","25740799806442.5","27184018450218.2","28455051806571.5",
"United States","USA","Gross domestic savings (current US$)","NY.GDS.TOTL.CD","126693475099.326","131825778342.419","144482643906.496","153590883119.283","166628590686.501","184340780837.106","202285043610.829","204702154023.838","218507100803.844","235395133696.76","233794000000","255954000000","285459000000","336676000000","349877000000","357633000000","411238000000","466681000000","558577000000","637208000000","652991000000","766048000000","718003000000","757040000000","910544000000","935510000000","955364000000","1002044000000","1085971000000","1183393000000","1205964000000","1209822000000","1274385000000","1333535000000","1458170000000","1535416000000","1655637000000","1820233000000","1917961000000","1995986000000","2046185000000","1969977000000","1934349000000","1969323000000","2133316000000","2308104000000","2465393000000","2529101000000","2366338000000","2153420000000","2277668000000","2389564000000","2691167000000","2961706000000","3171412000000","3393593000000","3424690000000","3605762000000","3862342000000","4090383000000","3947595000000","4191941000000","4749520000000","5173986000000","5442862000000",
"United States","USA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23888.6000088133","24342.2589048189","25418.9907763319","26387.2937338171","27694.853416234","28690.8757013347","29967.7127181748","31459.1299691554","32853.6725949234","34515.3813073394","36329.9702595751","37133.6203973517","37997.7424300242","39490.3023903176","41724.6411982614","44123.3996470026","46301.9876485519","48050.227412195","48570.0594269601","47194.9500893872","48642.6312088213","50024.8812320773","51708.3940614082","53297.3862901595","55153.3940182967","56849.4697923159","57976.628204291","60047.7190728307","62875.6661382728","65227.9565911035","64401.5074354209","71307.4017277218","77860.9112908848","82304.6204272866","85809.9003846359",
"United States","USA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","3002.08929545597","3062.97411600143","3241.857658528","3373.3573050342","3573.06354552111","3826.51724799466","4141.64653851663","4331.58115274285","4691.63403587259","5025.09477492148","5234.2966662115","5609.38259952519","6094.01798986165","6726.35895596695","7225.69135952566","7801.45666356443","8592.25353727612","9452.57651914511","10564.9482220275","11674.1818666548","12574.7915062163","13976.10539252","14433.787727053","15543.8937174925","17121.2254849995","18236.8277265009","19071.2271949295","20038.9410992658","21417.0119305191","22857.1544330056","23888.6000088133","24342.2589048189","25418.9907763319","26387.2937338171","27694.853416234","28690.8757013347","29967.7127181749","31459.1299691554","32853.6725949234","34515.3813073394","36329.9702595751","37133.6203973517","37997.7424300242","39490.3023903176","41724.6411982614","44123.3996470026","46301.9876485519","48050.227412195","48570.0594269601","47194.9500893872","48642.6312088213","50024.8812320773","51708.3940614082","53297.3862901595","55153.3940182967","56849.4697923159","57976.628204291","60047.7190728307","62875.6661382728","65227.9565911038","64401.5074354212","71307.4017277218","77860.9112908848","82304.6204272866","85809.9003846356",
"United States","USA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5963144000000","6158129000000","6520327000000","6858559000000","7287236000000","7639748999999.99","8073121999999.99","8577552000000","9062816999999.99","9631171999999.99","10250952000000","10581929000000","10929108000000","11456450000000","12217196000000","13039197000000","13815583000000","14474228000000","14769862000000","14478067000000","15048971000000","15599732000000","16253970000000","16880683000000","17608138000000","18295019000000","18804913000000","19612102000000","20656516000000","21539981999999.9","21354104999999.9","23681171000000","26006893000000","27720709000000","29184890000000.1",
"United States","USA","GDP: linked series (current LCU)","NY.GDP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5963144000000","6158129000000","6520327000000","6858559000000","7287236000000","7639748999999.99","8073121999999.99","8577552000000","9062816999999.99","9631171999999.99","10250952000000","10581929000000","10929108000000","11456450000000","12217196000000","13039197000000","13815583000000","14474228000000","14769862000000","14478067000000","15048971000000","15599732000000","16253970000000","16880683000000","17608138000000","18295019000000","18804913000000","19612102000000","20656516000000","21539981999999.9","21354104999999.9","23681171000000","26006893000000","27720709000000","29184890000000.1",
